Region,Date,Location,X,Y,Area,MinTotal,MaxTotal,MinCivilians,MaxCivilians,MinChildren,MaxChildren,MinInj,MaxInj,link,Notes
North Waziristan Agency,26/06/2012,Shawal,320,108,North Waziristan,4,7,0,0,0,0,2,7,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob281,
North Waziristan Agency,26/09/2010,Lawra Mandi,320,108,North Waziristan,4,5,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob132,
North Waziristan Agency,26/09/2010,Miram Shah,320,108,North Waziristan,3,5,0,0,0,0,1,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob133,
North Waziristan Agency,26/09/2010,Sheerani,320,108,North Waziristan,2,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob134,
North Waziristan Agency,26/11/2010,Pir Kelev,320,108,North Waziristan,2,4,1,4,1,1,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob165,
North Waziristan Agency,26/11/2014,"Garga, Shawal",320,108,North Waziristan,4,9,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob353,
North Waziristan Agency,26/12/2009,Saidgai,320,108,North Waziristan,13,20,6,6,0,0,12,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob51,
North Waziristan Agency,26/12/2014,"Kund/Kundghar village, Shawal",320,108,North Waziristan,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob356,
North Waziristan Agency,26/12/2014,"Kund/Kundghar village, Shawal",320,108,North Waziristan,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob357,
North Waziristan Agency,27/03/2010,Hurmuz,320,108,North Waziristan,4,4,0,4,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob82,
North Waziristan Agency,27/04/2007,Saidgai,320,108,North Waziristan,3,4,3,4,0,0,3,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B8,
North Waziristan Agency,27/06/2010,Tabbi,320,108,North Waziristan,5,6,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob100,
North Waziristan Agency,27/09/2010,Khushali,320,108,North Waziristan,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob135,
North Waziristan Agency,27/10/2010,Deegan,320,108,North Waziristan,2,4,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob151,
North Waziristan Agency,27/10/2010,Mir Ali,320,108,North Waziristan,2,5,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob150,
North Waziristan Agency,27/10/2011,Hisokhel,320,108,North Waziristan,4,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob249,
North Waziristan Agency,27/12/2010,Machi Khel,320,108,North Waziristan,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob176,
North Waziristan Agency,27/12/2010,Shera Tala,320,108,North Waziristan,18,22,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob175,
North Waziristan Agency,28/01/2015,Shawal,320,108,North Waziristan,6,7,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob362,
North Waziristan Agency,28/05/2012,"Degan, Datta Khel",320,108,North Waziristan,2,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob275,
North Waziristan Agency,28/05/2012,Khassokhel near Mir Ali,320,108,North Waziristan,4,10,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob274,
North Waziristan Agency,28/07/2013,"Zoi Nair, Tehsil Shawal",320,108,North Waziristan,5,8,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob322,
North Waziristan Agency,28/10/2010,Ismail Khel,320,108,North Waziristan,4,8,0,4,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob152,
North Waziristan Agency,28/11/2010,Hassan Khel,320,108,North Waziristan,0,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob166,
North Waziristan Agency,28/12/2010,Ghulam Khan,320,108,North Waziristan,5,7,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob177,
North Waziristan Agency,28/12/2010,Ghulam Khan,320,108,North Waziristan,5,12,2,4,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob178,
North Waziristan Agency,28/12/2010,Ghulam Khan,320,108,North Waziristan,9,10,0,0,0,0,6,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob179,
North Waziristan Agency,29/01/2008,Mir Ali,320,108,North Waziristan,12,15,4,6,2,3,1,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B12,
North Waziristan Agency,29/01/2010,Mohammad Khel,320,108,North Waziristan,2,15,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob64,
North Waziristan Agency,29/04/2012,Miranshah Bazaar,320,108,North Waziristan,3,6,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob269,
North Waziristan Agency,29/05/2013,"Qazi Kot, Tehsil Miranshah",320,108,North Waziristan,3,7,0,0,0,0,1,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob318,
North Waziristan Agency,29/07/2012,Kushhali Turkhel,320,108,North Waziristan,4,7,0,3,0,0,4,4,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob285,
North Waziristan Agency,29/09/2009,Danda Darpakhel,320,108,North Waziristan,4,9,0,4,0,0,2,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob38,
North Waziristan Agency,29/09/2013,Darga Mandi,320,108,North Waziristan,3,6,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob326,
North Waziristan Agency,29/11/2008,Chashma,320,108,North Waziristan,2,3,0,3,0,0,2,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B44,
North Waziristan Agency,29/11/2013,Miranshah,320,108,North Waziristan,2,3,0,0,0,0,1,2,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob331,
North Waziristan Agency,29/12/2012,"Gurbaz, Shawal",320,108,North Waziristan,4,5,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob305,
North Waziristan Agency,30/03/2012,"Sarai Bazaar, Miranshah",320,108,North Waziristan,3,4,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob268,
North Waziristan Agency,30/08/2008,Miram Shah,320,108,North Waziristan,6,11,2,9,1,4,2,8,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B22,
North Waziristan Agency,30/09/2009,Norak,320,108,North Waziristan,6,9,0,0,0,0,2,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob39,
North Waziristan Agency,30/09/2013,"Land Char Khel, Tehsil Datta Khel",320,108,North Waziristan,1,4,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob327,
North Waziristan Agency,30/10/2011,"Khar Khama, Datta Khel",320,108,North Waziristan,4,6,4,4,0,0,2,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob250,
North Waziristan Agency,31/03/2010,Tappi,320,108,North Waziristan,5,6,5,6,1,1,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob83,
North Waziristan Agency,31/08/2013,"Mossaki, Tehsil Mir Ali",320,108,North Waziristan,3,4,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob323,
North Waziristan Agency,31/10/2008,Asori,320,108,North Waziristan,4,25,1,20,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B37,
North Waziristan Agency,31/10/2011,Norak,320,108,North Waziristan,2,4,2,2,2,2,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob251,
North Waziristan Agency,31/10/2013,Miranshah,320,108,North Waziristan,0,5,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob328,
North Waziristan Agency,31/12/2009,Machi Khel,320,108,North Waziristan,3,7,3,3,1,1,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob52,
North Waziristan Agency,31/12/2010,Ghulam Khan,320,108,North Waziristan,4,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob180,
North Waziristan Agency,13/03/2012,Shawa,320,108,North/South Waziristan,6,7,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob267,"Region is described as North AND South, so we picked one"
South Waziristan Agency,22/09/2013,"ShawalPalgai area, Thesil Makin",315,120,North/South Waziristan,6,7,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob325,"Region is described as North AND South, so we picked one"
Orakzai Agency,1/4/09,Khadezai,335,94,Orakzai Agency,10,14,5,5,3,3,4,16,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob10,
Orakzai Agency,11/10/12,Buland Khel,335,94,Orakzai Agency,16,26,0,2,0,0,5,15,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob298,
South Waziristan Agency,17/06/2004,Wana,315,120,South Waziristan,6,8,2,2,2,2,1,1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B1,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#
South Waziristan Agency,11/12/08,Azam Warsak,315,120,South Waziristan,6,7,0,7,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B46,
South Waziristan Agency,12/8/08,Bhaggar,315,120,South Waziristan,12,25,0,5,0,0,0,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B18,
South Waziristan Agency,1/1/09,Kari Kot,315,120,South Waziristan,3,5,0,0,0,0,1,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B50,
South Waziristan Agency,1/3/09,Sararogha,315,120,South Waziristan,3,12,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob5,
South Waziristan Agency,2/1/09,Madin Village,315,120,South Waziristan,3,4,0,0,0,0,3,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B51,
South Waziristan Agency,3/7/09,Mantoi,315,120,South Waziristan,0,5,0,5,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob22,
South Waziristan Agency,3/7/09,Zamarai Nairai,315,120,South Waziristan,10,17,0,0,0,0,27,35,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob23,
South Waziristan Agency,5/8/09,Ladha,315,120,South Waziristan,1,12,1,4,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob29,
South Waziristan Agency,7/7/09,Makeen,315,120,South Waziristan,14,18,0,0,0,0,10,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob24,
South Waziristan Agency,8/4/09,Ganki Khel,315,120,South Waziristan,3,4,0,0,0,0,2,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob12,
South Waziristan Agency,8/7/09,Ladha,315,120,South Waziristan,8,10,0,0,0,0,5,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob25,
South Waziristan Agency,8/7/09,Ladha,315,120,South Waziristan,35,40,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob26,
South Waziristan Agency,9/5/09,Tabbi Langhar Khel,315,120,South Waziristan,6,25,0,4,0,0,7,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob15,
South Waziristan Agency,10/7/09,Painda Khel,315,120,South Waziristan,3,5,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob27,
South Waziristan Agency,10/12/09,Ladha,315,120,South Waziristan,6,6,0,0,0,0,8,8,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob47,
South Waziristan Agency,11/8/09,Ladha,315,120,South Waziristan,12,25,0,6,4,4,5,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob30,
South Waziristan Agency,12/5/09,Sara Khwara,315,120,South Waziristan,5,9,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob16,
South Waziristan Agency,1/8/11,Azam Warsak,315,120,South Waziristan,3,6,0,6,0,0,2,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob233,
South Waziristan Agency,3/6/11,Ghwa Khwa,315,120,South Waziristan,5,12,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob213,
South Waziristan Agency,6/6/11,Darnashtra,315,120,South Waziristan,3,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob216,
South Waziristan Agency,6/6/11,"Tigger, Toji Khel Wazir",315,120,South Waziristan,7,9,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob214,
South Waziristan Agency,6/6/11,Wacha Dana,315,120,South Waziristan,8,10,0,7,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob215,
South Waziristan Agency,8/3/11,Landidog,315,120,South Waziristan,2,5,0,5,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob194,
South Waziristan Agency,8/6/11,Shawal,315,120,South Waziristan,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob218,
South Waziristan Agency,8/6/11,Zoynari,315,120,South Waziristan,18,23,0,0,0,0,6,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob217,
South Waziristan Agency,10/5/11,Angor Adda,315,120,South Waziristan,3,5,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob206,
South Waziristan Agency,12/7/11,Barmal,315,120,South Waziristan,5,13,0,0,0,0,3,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob229,
South Waziristan Agency,1/12/12,Shin Warsak,315,120,South Waziristan,1,4,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob301,
South Waziristan Agency,2/6/12,"Khawashi Khel, near Wana",315,120,South Waziristan,2,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob276,
South Waziristan Agency,3/6/12,"Landai Warai, Tehsil Birmal",315,120,South Waziristan,0,10,0,0,0,0,4,10,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob277,
South Waziristan Agency,9/3/12,Nishpa,315,120,South Waziristan,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob265,
South Waziristan Agency,9/3/12,Shaktoi Mandao,315,120,South Waziristan,4,15,0,0,0,0,0,3,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob264,
South Waziristan Agency,2/1/13,"Lajhmarai area, Tehsil Birmal",315,120,South Waziristan,6,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob306,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#
South Waziristan Agency,6/1/13,"Smal Narai area, Tehsil Ladha",315,120,South Waziristan,8,18,0,0,0,0,3,7,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob308,
South Waziristan Agency,8/2/13,Babar Ghar,315,120,South Waziristan,6,9,0,0,0,0,2,6,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob313,
South Waziristan Agency,5/10/14,"Kundhgar, Shawal",315,120,South Waziristan,4,5,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob342,
South Waziristan Agency,6/10/14,"Mangrotai, Shawal",315,120,South Waziristan,4,8,0,0,0,0,4,6,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob343,
South Waziristan Agency,7/10/14,"Kundhgar, Shawal",315,120,South Waziristan,4,7,0,0,0,0,5,11,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob344,
South Waziristan Agency,13/03/2011,Azam Warsak,315,120,South Waziristan,0,4,0,0,0,0,0,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob198,
South Waziristan Agency,13/03/2012,"Wagdalai, Tehsil Birmal",315,120,South Waziristan,6,8,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob266,
South Waziristan Agency,13/04/2011,Angor Adda,315,120,South Waziristan,4,7,0,7,0,0,6,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob203,
South Waziristan Agency,13/10/2011,"Chashma Nala, Birmal",315,120,South Waziristan,3,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob244,
South Waziristan Agency,14/02/2009,Narsi Khel,315,120,South Waziristan,25,35,1,9,1,1,11,15,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob3,
South Waziristan Agency,14/06/2008,Makeen,315,120,South Waziristan,1,1,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B16,
South Waziristan Agency,14/06/2009,Marda Algad,315,120,South Waziristan,3,5,0,3,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob18,
South Waziristan Agency,15/01/2015,Ladha district,315,120,South Waziristan,4,7,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob360,
South Waziristan Agency,15/06/2011,Karez,315,120,South Waziristan,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob220,
South Waziristan Agency,15/06/2011,Wana,315,120,South Waziristan,2,10,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob219,
South Waziristan Agency,15/10/2011,Angor Adda,315,120,South Waziristan,3,6,0,0,0,0,3,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob246,
South Waziristan Agency,16/01/2007,Zamazola,315,120,South Waziristan,8,8,8,8,1,1,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B7,
South Waziristan Agency,16/03/2008,Dhook Pir Bagh,315,120,South Waziristan,18,20,0,4,0,0,5,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B14,
South Waziristan Agency,16/10/2008,Taparghai,315,120,South Waziristan,2,9,0,4,0,0,1,7,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B34,
South Waziristan Agency,16/11/2011,Babar Ghar,315,120,South Waziristan,4,22,0,0,0,0,6,12,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob254,
South Waziristan Agency,17/04/2013,"Pobar, Tehsil Ladha",315,120,South Waziristan,4,6,0,0,0,0,2,7,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob317,
South Waziristan Agency,17/09/2008,Baghar Cheena,315,120,South Waziristan,4,7,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B28,
South Waziristan Agency,18/06/2009,Wana,315,120,South Waziristan,12,18,4,4,0,0,10,10,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob19,
South Waziristan Agency,19/04/2009,Ganki Khel,315,120,South Waziristan,0,8,0,8,0,0,3,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob13,
South Waziristan Agency,19/08/2011,Shin Warsak,315,120,South Waziristan,3,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob237,
South Waziristan Agency,20/02/2011,"Kazha Punga area, Tehsil Birmal",315,120,South Waziristan,6,8,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob191,
South Waziristan Agency,20/08/2008,Zari Noor,315,120,South Waziristan,6,12,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B19,
South Waziristan Agency,21/09/2010,Azam Warsak,315,120,South Waziristan,0,16,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob130,
South Waziristan Agency,21/09/2010,Khand Morsak,315,120,South Waziristan,7,8,0,0,0,0,4,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob129,
South Waziristan Agency,22/12/2008,Kari Kot,315,120,South Waziristan,3,3,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B48,
South Waziristan Agency,22/12/2008,Shin Warsak,315,120,South Waziristan,2,4,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B49,
South Waziristan Agency,23/01/2009,Ganki Khel,315,120,South Waziristan,5,10,5,10,3,4,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob2,
South Waziristan Agency,23/06/2009,Makeen,315,120,South Waziristan,5,6,0,0,0,0,7,7,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob20,
South Waziristan Agency,23/06/2009,Makeen,315,120,South Waziristan,60,83,18,50,10,10,27,27,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob21,
South Waziristan Agency,24/07/2010,Dwasarak,315,120,South Waziristan,16,18,0,0,0,0,24,24,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob103,
South Waziristan Agency,25/03/2009,Makeen,315,120,South Waziristan,6,8,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob8,
South Waziristan Agency,25/07/2010,Sararogha,315,120,South Waziristan,4,4,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob106,
South Waziristan Agency,26/10/2008,Mandata,315,120,South Waziristan,18,20,0,4,0,3,2,2,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B36,
South Waziristan Agency,26/10/2011,"Shana Wana, Birmal",315,120,South Waziristan,13,22,0,0,0,0,6,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob247,
South Waziristan Agency,27/06/2011,Shakai,315,120,South Waziristan,12,21,0,20,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob225,
South Waziristan Agency,27/06/2011,Shawal,315,120,South Waziristan,6,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob224,
South Waziristan Agency,27/08/2008,Ganki Khel,315,120,South Waziristan,0,0,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B20,
South Waziristan Agency,27/08/2009,Taparghai,315,120,South Waziristan,8,10,0,0,0,0,6,9,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob32,
South Waziristan Agency,27/09/2011,Azam Warsak,315,120,South Waziristan,0,4,0,0,0,0,0,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob241,
South Waziristan Agency,27/10/2011,Azam Warsak,315,120,South Waziristan,4,6,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob248,
South Waziristan Agency,27/11/2008,Wana,315,120,South Waziristan,5,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B43,
South Waziristan Agency,28/02/2008,Azam Warsak,315,120,South Waziristan,10,13,0,0,0,0,6,16,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B13,
South Waziristan Agency,28/05/2010,Mizai Nari,315,120,South Waziristan,8,12,0,11,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob95,
South Waziristan Agency,28/07/2008,Zeralita,315,120,South Waziristan,7,12,1,5,0,2,3,3,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B17,
South Waziristan Agency,28/09/2010,Zeba,315,120,South Waziristan,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob136,
South Waziristan Agency,28/09/2014,Wana,315,120,South Waziristan,2,4,0,0,0,0,1,4,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob341,
South Waziristan Agency,29/04/2009,Kaniguram,315,120,South Waziristan,1,10,0,4,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob14,
South Waziristan Agency,29/06/2010,Kari Kot,315,120,South Waziristan,7,10,0,0,0,0,1,4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob101,
South Waziristan Agency,29/09/2009,Sararogha,315,120,South Waziristan,5,6,0,0,0,0,2,6,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob37,
South Waziristan Agency,29/11/2012,Shin Warsak,315,120,South Waziristan,1,4,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob300,
South Waziristan Agency,30/08/2008,Korzai,315,120,South Waziristan,4,5,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B21,
South Waziristan Agency,30/09/2008,Khushali,315,120,South Waziristan,4,8,0,0,0,0,5,9,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B29,
South Waziristan Agency,30/09/2011,Baghar,315,120,South Waziristan,3,4,0,0,0,0,1,5,http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob242,
South Waziristan Agency,30/10/2014,"Nargas village, Azam Warsak",315,120,South Waziristan,4,7,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob350,
South Waziristan Agency,31/10/2008,Kari Kot,315,120,South Waziristan,4,12,1,1,0,0,2,30,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B38,
